ParticipantID,Mode,First,illum_order,Illuminant,Lightness,Rep,Starting_1,Starting_2,Starting_3,RGB_1,RGB_2,RGB_3,Lab Grid_1,Lab Grid_2,Lab Grid_3,Idx_1,Idx_2,XYZ_1,XYZ_2,XYZ_3,xyY_1,xyY_2,xyY_3,uvY_1,uvY_2,uvY_3,WhiteXYZ_2_1,WhiteXYZ_2_2,WhiteXYZ_2_3,CI_2,delta_uv_2,recenter_uv_2_1,recenter_uv_2_2,CI_2_recenter,delta_uv_2_recenter
1,VR,1,y b g r,w,L40,1,40,-8,4,0.0926447063684464,0.109446473419666,0.1045907959342,40,-4,2,5,4,4.34000873565674,4.77082967758179,5.16557168960571,0.30399860359798,0.334175723673791,4.77082967758179,40,-3.50211572647095,0.180321931838989,0,0,0,NaN,NaN,NaN,NaN,NaN,0
1,VR,1,y b g r,w,L40,2,40,10,-4,0.0968610718846321,0.107338950037956,0.112172216176987,40,-2,0,6,5,4.45063352584839,4.77082967758179,5.50034666061401,0.302315650517834,0.324065432283148,4.77082967758179,40,-1.49792432785034,-1.85816287994385,0,0,0,NaN,NaN,NaN,NaN,NaN,0
1,VR,1,y b g r,w,L40,3,40,4,-8,0.0927049964666367,0.107644505798817,0.120064236223698,40,-2,-2,7,5,4.45063352584839,4.77082967758179,5.84928274154663,0.295316074074742,0.31656227866889,4.77082967758179,40,-1.49792432785034,-3.89664769172668,0,0,0,NaN,NaN,NaN,NaN,NaN,0
1,VR,1,y b g r,w,L55,1,55,-2,0,0.187799707055092,0.216320127248764,0.227788552641869,55,-2,-2,8,6,9.11864948272705,9.72310352325439,11.768349647522,0.297896729911273,0.317643610454915,9.72310352325439,55,-1.36232376098633,-4.39437627792358,0,0,0,NaN,NaN,NaN,NaN,NaN,0
1,VR,1,y b g r,w,L55,2,55,4,6,0.20377354323864,0.214914172887802,0.194586113095284,55,-2,4,5,6,9.11864948272705,9.72310352325439,10.1465139389038,0.31456345769356,0.335415136811756,9.72310352325439,55,-1.36232376098633,1.72109603881836,0,0,0,NaN,NaN,NaN,NaN,NaN,0
1,VR,1,y b g r,w,L55,3,55,-4,-8,0.187799707055092,0.216320127248764,0.227788552641869,55,-2,-2,8,6,9.11864948272705,9.72310352325439,11.768349647522,0.297896729911273,0.317643610454915,9.72310352325439,55,-1.36232376098633,-4.39437627792358,0,0,0,NaN,NaN,NaN,NaN,NaN,0
1,VR,1,y b g r,w,L55,4,55,-6,10,0.198175564408302,0.215367406606674,0.204833984375,55,-2,2,5,5,9.11864948272705,9.72310352325439,10.6693687438965,0.308990270177201,0.329472515672659,9.72310352325439,55,-1.36232376098633,-0.317394733428955,0,0,0,NaN,NaN,NaN,NaN,NaN,0
1,VR,1,y b g r,w,L55,5,55,10,6,0.204511359333992,0.211944505572319,0.216138407588005,55,0,0,8,4,9.29978942871094,9.72310352325439,11.2098836898804,0.307606196376913,0.321608022922925,9.72310352325439,55,0.641882419586182,-2.35589742660522,0,0,0,NaN,NaN,NaN,NaN,NaN,0
1,VR,1,y b g r,w,L55,6,55,-10,0,0.187799707055092,0.216320127248764,0.227788552641869,55,-2,-2,3,2,9.11864948272705,9.72310352325439,11.768349647522,0.297896729911273,0.317643610454915,9.72310352325439,55,-1.36232376098633,-4.39437627792358,0,0,0,NaN,NaN,NaN,NaN,NaN,0
1,VR,1,y b g r,w,L70,1,70,-12,8,0.353118091821671,0.379917591810226,0.378282070159912,70,-2,0,8,7,16.2609100341797,17.2792644500732,19.9214706420898,0.30416030026295,0.323208618239079,17.2792644500732,70,-1.22672319412231,-2.85360813140869,0,0,0,NaN,NaN,NaN,NaN,NaN,0
1,VR,1,y b g r,w,L70,2,70,14,8,0.326802641153336,0.389125615358353,0.363765984773636,70,-6,2,7,5,15.737377166748,17.2792644500732,19.1261672973633,0.30181299194388,0.331383460344667,17.2792644500732,70,-5.23510551452637,-0.815105438232422,0,0,0,NaN,NaN,NaN,NaN,NaN,0
1,VR,1,y b g r,w,L70,3,70,-8,8,0.344217598438263,0.384247660636902,0.363784372806549,70,-4,2,7,6,15.9977159500122,17.2792625427246,19.1261711120605,0.305281573162306,0.329737099259063,17.2792625427246,70,-3.23092937469482,-0.815117359161377,0,0,0,NaN,NaN,NaN,NaN,NaN,0
1,VR,1,y b g r,r,L40,1,40,-4,4,0.0994336232542992,0.120182350277901,0.0980033203959465,40,-4,4,5,9,3.6230936050415,3.1553373336792,4.48614263534546,0.321636108212988,0.280111565070121,3.1553373336792,32.7908782958984,13.6778650283813,-7.82384300231934,9.84369193183051,10.5910656717088,12.0413581530253,0.31387023831078,-3.42003708770055,23.4924545288086,-10.311222076416,0.47862995985364,-3.70344164926263
1,VR,1,y b g r,r,L40,2,40,-12,2,0.086652047932148,0.129334300756454,0.0979725867509842,40,-8,4,5,7,3.4430079460144,3.15533709526062,4.48614311218262,0.310614969166656,0.284662408545798,3.15533709526062,32.7908782958984,9.90357971191406,-7.82384300231934,9.84369193183051,10.5910656717088,12.0413581530253,0.253523114413376,-1.42012823192784,17.6078968048096,-10.3195905685425,0.384625248803831,-0.578249830365166
1,VR,1,y b g r,r,L40,3,40,-10,12,0.0836478695273399,0.133214116096497,0.0915440991520882,40,-10,6,4,6,3.35524702072144,3.15533685684204,4.20155143737793,0.313219252938441,0.294557225433938,3.15533685684204,32.7908782958984,8.01645183563232,-5.83692789077759,9.84369193183051,10.5910656717088,12.0413581530253,0.203500598770203,-2.10523306823956,14.7382621765137,-7.21101760864258,0.307688102912172,-1.69399552389255
1,VR,1,y b g r,r,L55,1,55,-16,-2,0.177139297127724,0.271821975708008,0.171798437833786,55,-12,0,3,8,6.88566303253174,6.43067789077759,8.03856086730957,0.322439461442833,0.30113357363238,6.43067789077759,45.8598670959473,10.8039970397949,-5.023193359375,9.84369193183051,10.5910656717088,12.0413581530253,0.239941544827114,-4.27239780006303,19.7646617889404,-5.4172158241272,0.370135310650989,-5.87864857096491
1,VR,1,y b g r,r,L55,2,55,-14,8,0.185680940747261,0.261120319366455,0.190899163484573,55,-8,4,5,10,7.17051792144775,6.43067741394043,8.92756080627441,0.318282903696901,0.285443074331482,6.43067741394043,45.8598670959473,14.5782527923584,-8.99701118469238,9.84369193183051,10.5910656717088,12.0413581530253,0.33998645226035,-2.90219864166508,25.5086421966553,-11.6341228485107,0.524082542570287,-3.64985611791194
1,VR,1,y b g r,r,L55,3,55,-18,4,0.16031801700592,0.278863966464996,0.190830275416374,55,-14,4,5,7,6.7461085319519,6.43067693710327,8.92756080627441,0.305193759088056,0.290923642663003,6.43067693710327,45.8598670959473,8.91685485839844,-8.99701118469238,9.84369193183051,10.5910656717088,12.0413581530253,0.249466246736257,0.0976487240813601,16.6867084503174,-11.6464376449585,0.383151490570602,1.03513191377657
1,VR,1,y b g r,r,L70,1,70,-18,2,0.363612234592438,0.42103385925293,0.33140042424202,70,-6,8,6,13,13.1377592086792,11.4281778335571,15.6195440292358,0.326928006294436,0.284385741537633,11.4281778335571,58.9288482666016,21.1400985717773,-10.1701974868774,9.84369193183051,10.5910656717088,12.0413581530253,0.456624013394121,-5.38422403025633,36.3510856628418,-12.9444360733032,0.710532557894658,-8.28378008930674
1,VR,1,y b g r,r,L70,2,70,-6,14,0.343231022357941,0.447939813137054,0.2934490442276,70,-12,14,3,10,12.499927520752,11.4281797409058,13.6997718811035,0.332198566741614,0.303715755478722,11.4281797409058,58.9288558959961,15.4786405563354,-4.20944690704346,9.84369193183051,10.5910656717088,12.0413581530253,0.306555224696417,-7.43950357173404,27.7262916564941,-3.61933708190918,0.479473245403303,-11.6220716408304
1,VR,1,y b g r,r,L70,3,70,-22,14,0.299342125654221,0.47738179564476,0.305608928203583,70,-18,12,4,7,11.8830833435059,11.4281787872314,14.321099281311,0.3157676770106,0.303679555532027,11.4281787872314,58.9288482666016,9.8172721862793,-6.19637966156006,9.84369193183051,10.5910656717088,12.0413581530253,0.235884858166078,-2.75460547710886,18.8471069335938,-6.74402713775635,0.36871929124015,-4.26722246575174
1,VR,1,y b g r,g,L40,1,40,12,-6,0.141939625144005,0.0988132581114769,0.126733973622322,40,6,-2,3,5,3.78417348861694,4.47568655014038,4.15780019760132,0.304741264987825,0.360429136000651,4.47568655014038,38.8205337524414,-9.04066848754883,4.87236976623535,9.84369193183051,10.5910656717088,12.0413581530253,0.269264624404288,2.6843370032831,-11.0872688293457,9.76690101623535,0.421576293218754,3.2442110460024
1,VR,1,y b g r,g,L40,2,40,0,2,0.109938248991966,0.104140974581242,0.116870060563087,40,0,0,2,2,3.51545095443726,4.47568607330322,3.9097683429718,0.295393572583869,0.376079460670088,4.47568607330322,38.8205337524414,-14.5525636672974,6.69163465499878,9.84369193183051,10.5910656717088,12.0413581530253,0.43621259959003,1.63378164840367,-19.5563430786133,12.6063585281372,0.678713103751759,1.66874450421177
1,VR,1,y b g r,g,L40,3,40,14,-12,0.0981412008404732,0.104528978466988,0.135191723704338,40,0,-4,4,2,3.51545095443726,4.47568702697754,4.41610622406006,0.28333857996331,0.360731759031759,4.47568702697754,38.8205375671387,-14.5525779724121,3.0531108379364,9.84369193183051,10.5910656717088,12.0413581530253,0.385122435160562,-1.55793371771191,-19.6805896759033,6.90746307373047,0.60187918484427,-3.38997359504762
1,VR,1,y b g r,g,L55,1,55,16,-6,0.262404024600983,0.202241823077202,0.286829471588135,55,6,-8,6,5,7.59431600570679,9.12159156799316,9.63477230072021,0.288201899985091,0.346161526437423,9.12159156799316,53.5046081542969,-12.9387083053589,1.20699405670166,9.84369193183051,10.5910656717088,12.0413581530253,0.317797723906011,-2.40248188725405,-16.5134372711182,4.59495782852173,0.488157595728977,-3.89786344478757
1,VR,1,y b g r,g,L55,2,55,4,2,0.246921792626381,0.207087054848671,0.245231255888939,55,2,-2,3,3,7.30598735809326,9.12159156799316,8.36520385742188,0.2946820218565,0.367913180526902,9.12159156799316,53.5046081542969,-16.6132755279541,6.66477680206299,9.84369193183051,10.5910656717088,12.0413581530253,0.4887011658328,0.620817627651778,-22.0136337280273,13.1369113922119,0.749202451946773,0.954332095058745
1,VR,1,y b g r,g,L55,3,55,0,-10,0.221403628587723,0.209930181503296,0.244926631450653,55,0,-2,3,2,7.16460084915161,9.12159252166748,8.36520385742188,0.290636704395147,0.370023347448138,9.12159252166748,53.5046081542969,-18.4505882263184,6.66477680206299,9.84369193183051,10.5910656717088,12.0413581530253,0.535835755361383,-0.261326646644589,-24.8553161621094,13.1336688995361,0.822057705729824,-0.412881977208256
