ParticipantID,Mode,First,illum_order,Illuminant,Lightness,Rep,RGB_1,RGB_2,RGB_3,Lab Grid_1,Lab Grid_2,Lab Grid_3,Idx_1,Idx_2,XYZ_1,XYZ_2,XYZ_3,xyY_1,xyY_2,xyY_3,uvY_1,uvY_2,uvY_3,WhiteXYZ_1_1,WhiteXYZ_1_2,WhiteXYZ_1_3,CI_1,delta_uv_1,recenter_uv_1,recenter_uv_2,CI_1_recenter,delta_uv_1_recenter,WhiteXYZ_2_1,WhiteXYZ_2_2,WhiteXYZ_2_3,CI_2,delta_uv_2,recenter_uv_2_1,recenter_uv_2_2,CI_2_recenter,delta_uv_2_recenter
1,VR,1,y b g r,w,L40,1,0.0926447063684464,0.109446473419666,0.1045907959342,40,-4,2,5,4,4.34000873565674,4.77082967758179,5.16557168960571,0.30399860359798,0.334175723673791,4.77082967758179,0.189936463740352,0.469779622538743,4.77082967758179,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,0
1,VR,1,y b g r,w,L40,2,0.0968610718846321,0.107338950037956,0.112172216176987,40,-2,0,6,5,4.45063352584839,4.77082967758179,5.50034666061401,0.302315650517834,0.324065432283148,4.77082967758179,0.192430456659517,0.464117993176125,4.77082967758179,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,0
1,VR,1,y b g r,w,L40,3,0.0927049964666367,0.107644505798817,0.120064236223698,40,-2,-2,7,5,4.45063352584839,4.77082967758179,5.84928274154663,0.295316074074742,0.31656227866889,4.77082967758179,0.190277444768332,0.458925200020784,4.77082967758179,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,0
1,VR,1,y b g r,w,L55,1,0.187799707055092,0.216320127248764,0.227788552641869,55,-2,-2,8,6,9.11864948272705,9.72310352325439,11.768349647522,0.297896729911273,0.317643610454915,9.72310352325439,0.191698900309759,0.459913891547991,9.72310352325439,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,0
1,VR,1,y b g r,w,L55,2,0.20377354323864,0.214914172887802,0.194586113095284,55,-2,4,5,6,9.11864948272705,9.72310352325439,10.1465139389038,0.31456345769356,0.335415136811756,9.72310352325439,0.19672958261382,0.471983239216986,9.72310352325439,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,0
1,VR,1,y b g r,w,L55,3,0.187799707055092,0.216320127248764,0.227788552641869,55,-2,-2,8,6,9.11864948272705,9.72310352325439,11.768349647522,0.297896729911273,0.317643610454915,9.72310352325439,0.191698900309759,0.459913891547991,9.72310352325439,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,0
1,VR,1,y b g r,w,L55,4,0.198175564408302,0.215367406606674,0.204833984375,55,-2,2,5,5,9.11864948272705,9.72310352325439,10.6693687438965,0.308990270177201,0.329472515672659,9.72310352325439,0.19507917045054,0.468023657396506,9.72310352325439,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,0
1,VR,1,y b g r,w,L55,5,0.204511359333992,0.211944505572319,0.216138407588005,55,0,0,8,4,9.29978942871094,9.72310352325439,11.2098836898804,0.307606196376913,0.321608022922925,9.72310352325439,0.197054493292655,0.463554343736697,9.72310352325439,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,0
1,VR,1,y b g r,w,L55,6,0.187799707055092,0.216320127248764,0.227788552641869,55,-2,-2,3,2,9.11864948272705,9.72310352325439,11.768349647522,0.297896729911273,0.317643610454915,9.72310352325439,0.191698900309759,0.459913891547991,9.72310352325439,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,0
1,VR,1,y b g r,w,L70,1,0.353118091821671,0.379917591810226,0.378282070159912,70,-2,0,8,7,16.2609100341797,17.2792644500732,19.9214706420898,0.30416030026295,0.323208618239079,17.2792644500732,0.194036001229914,0.463922288779517,17.2792644500732,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,0
