"","ParticipantID","Mode","First","illum_order","Illuminant","Lightness","Rep","RGB_1","RGB_2","RGB_3","Lab.Grid_1","Lab.Grid_2","Lab.Grid_3","Idx_1","Idx_2","XYZ_1","XYZ_2","XYZ_3","xyY_1","xyY_2","xyY_3","uvY_1","uvY_2","uvY_3","WhiteXYZ_1_1","WhiteXYZ_1_2","WhiteXYZ_1_3","CI_1","delta_uv_1","recenter_uv_1","recenter_uv_2","CI_1_recenter","delta_uv_1_recenter","WhiteXYZ_2_1","WhiteXYZ_2_2","WhiteXYZ_2_3","CI_2","delta_uv_2","recenter_uv_2_1","recenter_uv_2_2","CI_2_recenter","delta_uv_2_recenter","FirstMode","zCI2r"
"13","1","VR","1","y b g r","r","L40",1,0.0994336232542992,0.120182350277901,0.0980033203959465,40,-4,4,5,9,3.6230936050415,3.1553373336792,4.48614263534546,0.321636108212988,0.280111565070121,3.1553373336792,0.224996407152435,0.440884004624874,3.1553373336792,4.4137585957845,4.77082967758179,5.50506703058879,0.73162567615509,0.0105330292135477,0.231533363461494,0.44574972987175,0.71605771780014,0.0107133947312832,9.84369193183051,10.5910656717088,12.0413581530253,0.731017291545868,0.00878372974693775,0.230236440896988,0.44448509812355,0.71804016828537,0.0089052,"VR",0.963880960730747
"14","1","VR","1","y b g r","r","L40",2,0.086652047932148,0.129334300756454,0.0979725867509842,40,-8,4,5,7,3.4430079460144,3.15533709526062,4.48614311218262,0.310614969166656,0.284662408545798,3.15533709526062,0.214412447668144,0.442120091195603,3.15533709526062,4.4137585957845,4.77082967758179,5.50506703058879,0.587808728218079,0.00333550269715488,0.220951721072197,0.446979075670242,0.572361826896667,0.00351321836933494,9.84369193183051,10.5910656717088,12.0413581530253,0.587200403213501,0.00158620381262153,0.219660848379135,0.445714086294174,0.57442170381546,0.001709375,"VR",0.166873371476408
"15","1","VR","1","y b g r","r","L40",3,0.0836478695273399,0.133214116096497,0.0915440991520882,40,-10,6,4,6,3.35524702072144,3.15533685684204,4.20155143737793,0.313219252938441,0.294557225433938,3.15533685684204,0.212055582210605,0.448697302392594,3.15533685684204,4.4137585957845,4.77082967758179,5.50506703058879,0.46853506565094,0.00585469882935286,0.218719437718391,0.453321546316147,0.457829535007477,0.00597312115132809,9.84369193183051,10.5910656717088,12.0413581530253,0.467926770448685,0.00410541146993637,0.217404067516327,0.45211473107338,0.458790689706802,0.004188791,"VR",-0.474818462076683
"16","1","VR","1","y b g r","r","L55",1,0.177139297127724,0.271821975708008,0.171798437833786,55,-12,0,3,8,6.88566303253174,6.43067789077759,8.03856086730957,0.322439461442833,0.30113357363238,6.43067789077759,0.216086026806213,0.45406726471771,6.43067789077759,9.11864948272705,9.72310352325439,11.2277377446493,0.407901257276535,0.010790147818625,0.220529153943062,0.458799749612808,0.403650611639023,0.0109252026304603,9.84369193183051,10.5910656717088,12.0413581530253,0.441831350326538,0.0106665221974254,0.221519410610199,0.457319229841232,0.436002463102341,0.01070589,"VR",-0.601281237016101
"17","1","VR","1","y b g r","r","L55",2,0.185680940747261,0.261120319366455,0.190899163484573,55,-8,4,5,10,7.17051792144775,6.43067741394043,8.92756080627441,0.318282903696901,0.285443074331482,6.43067741394043,0.219932001943921,0.443789624298203,6.43067741394043,9.11864948272705,9.72310352325439,11.2277377446493,0.59623247385025,0.00697700772434473,0.224244609475136,0.44888499379158,0.585395336151123,0.00725067546591163,9.84369193183051,10.5910656717088,12.0413581530253,0.630162596702576,0.00685336254537106,0.225211083889008,0.447323679924011,0.618581116199493,0.006960524,"VR",0.411935083680274
"18","1","VR","1","y b g r","r","L55",3,0.16031801700592,0.278863966464996,0.190830275416374,55,-14,4,5,7,6.7461085319519,6.43067693710327,8.92756080627441,0.305193759088056,0.290923642663003,6.43067693710327,0.207590223355434,0.445238573408442,6.43067693710327,9.11864948272705,9.72310352325439,11.2277377446493,0.428425192832947,-0.00141095195431262,0.211852982640266,0.450340837240219,0.416895896196365,-0.00117048399988562,9.84369193183051,10.5910656717088,12.0413581530253,0.462355375289917,-0.00153457734268159,0.212879538536072,0.448764443397522,0.451009601354599,-0.001425055,"VR",-0.51799944505303
"19","1","VR","1","y b g r","r","L70",1,0.363612234592438,0.42103385925293,0.33140042424202,70,-6,8,6,13,13.1377592086792,11.4281778335571,15.6195440292358,0.326928006294436,0.284385741537633,11.4281778335571,0.227081715340444,0.444447406516408,11.4281778335571,15.99866771698,17.2792638142904,19.3912696838379,0.725679397583008,0.0121365347877145,0.232537165284157,0.44671219587326,0.71474951505661,0.0121022164821625,9.84369193183051,10.5910656717088,12.0413581530253,0.706647276878357,0.0126918517053127,0.232374608516693,0.447944700717926,0.695739984512329,0.01278542,"VR",0.840126569020174
"20","1","VR","1","y b g r","r","L70",2,0.343231022357941,0.447939813137054,0.2934490442276,70,-12,14,3,10,12.499927520752,11.4281797409058,13.6997718811035,0.332198566741614,0.303715755478722,11.4281797409058,0.222199267518153,0.45708262046948,11.4281797409058,15.99866771698,17.2792638142904,19.3912696838379,0.492300570011139,0.0167077071964741,0.227845385670662,0.459085375070572,0.487281024456024,0.0166462138295174,9.84369193183051,10.5910656717088,12.0413581530253,0.473268389701843,0.0172630250453949,0.227677047252655,0.46022829413414,0.469442516565323,0.01726646,"VR",-0.415706377310987
"21","1","VR","1","y b g r","r","L70",3,0.299342125654221,0.47738179564476,0.305608928203583,70,-18,12,4,7,11.8830833435059,11.4281787872314,14.321099281311,0.3157676770106,0.303679555532027,11.4281787872314,0.210069961596484,0.454563287279542,11.4281787872314,15.99866771698,17.2792638142904,19.3912696838379,0.381976187229156,0.00588493142277002,0.215713813900948,0.456635355949402,0.375969886779785,0.00586705515161157,9.84369193183051,10.5910656717088,12.0413581530253,0.362944006919861,0.00644022924825549,0.215509697794914,0.457817733287811,0.357156813144684,0.006486034,"VR",-1.03883348092767
"22","1","VR","1","y b g r","g","L40",1,0.141939625144005,0.0988132581114769,0.126733973622322,40,6,-2,3,5,3.78417348861694,4.47568655014038,4.15780019760132,0.304741264987825,0.360429136000651,4.47568655014038,0.181510643906462,0.483029038622874,4.47568655014038,4.4137585957845,4.77082967758179,5.50506703058879,0.570244431495667,0.00763441016897559,0.188884899020195,0.486384272575378,0.546571314334869,0.00735962670296431,9.84369193183051,10.5910656717088,12.0413581530253,0.577387809753418,0.00590205425396562,0.187436208128929,0.485488474369049,0.560323417186737,0.005723019,"VR",0.0886352321114699
"23","1","VR","1","y b g r","g","L40",2,0.109938248991966,0.104140974581242,0.116870060563087,40,0,0,2,2,3.51545095443726,4.47568607330322,3.9097683429718,0.295393572583869,0.376079460670088,4.47568607330322,0.170694292072913,0.488967609100698,4.47568607330322,4.4137585957845,4.77082967758179,5.50506703058879,0.920029819011688,0.00477126706391573,0.178210213780403,0.492112368345261,0.889178574085236,0.00443564914166927,9.84369193183051,10.5910656717088,12.0413581530253,0.927173256874084,0.00303890113718808,0.176736295223236,0.491267174482346,0.904465794563293,0.002819601,"VR",1.99844597661091
"24","1","VR","1","y b g r","g","L40",3,0.0981412008404732,0.104528978466988,0.135191723704338,40,0,-4,4,2,3.51545095443726,4.47568702697754,4.41610622406006,0.28333857996331,0.360731759031759,4.47568702697754,0.16760380031015,0.480114747722542,4.47568702697754,4.4137585957845,4.77082967758179,5.50506703058879,0.813514888286591,-0.00386385922320187,0.174903526902199,0.483663141727448,0.795231282711029,-0.00404558423906565,9.84369193183051,10.5910656717088,12.0413581530253,0.820658326148987,-0.00559622514992952,0.173477545380592,0.482716888189316,0.80750560760498,-0.005704325,"VR",1.46036749800773
