ParticipantID,Mode,illum_order,Illuminant,Lightness,Rep,RGB_1,RGB_2,RGB_3,Lab Grid_1,Lab Grid_2,Lab Grid_3,Idx_1,Idx_2,XYZ_1,XYZ_2,XYZ_3,xyY_1,xyY_2,xyY_3,uvY_1,uvY_2,uvY_3,CI,CI_uv
1,VR,y b g r,w,L40,1,0.0926447063684464,0.109446473419666,0.1045907959342,40,-4,2,5,4,4.34000873565674,4.77082967758179,5.16557168960571,0.30399860359798,0.334175723673791,4.77082967758179,0.189936463740352,0.469779622538743,4.77082967758179,0,0
1,VR,y b g r,w,L40,2,0.0968610718846321,0.107338950037956,0.112172216176987,40,-2,0,6,5,4.45063352584839,4.77082967758179,5.50034666061401,0.302315650517834,0.324065432283148,4.77082967758179,0.192430456659517,0.464117993176125,4.77082967758179,0,0
1,VR,y b g r,w,L40,3,0.0927049964666367,0.107644505798817,0.120064236223698,40,-2,-2,7,5,4.45063352584839,4.77082967758179,5.84928274154663,0.295316074074742,0.31656227866889,4.77082967758179,0.190277444768332,0.458925200020784,4.77082967758179,0,0
1,VR,y b g r,w,L55,1,0.187799707055092,0.216320127248764,0.227788552641869,55,-2,-2,8,6,9.11864948272705,9.72310352325439,11.768349647522,0.297896729911273,0.317643610454915,9.72310352325439,0.191698900309759,0.459913891547991,9.72310352325439,0,0
1,VR,y b g r,w,L55,2,0.20377354323864,0.214914172887802,0.194586113095284,55,-2,4,5,6,9.11864948272705,9.72310352325439,10.1465139389038,0.31456345769356,0.335415136811756,9.72310352325439,0.19672958261382,0.471983239216986,9.72310352325439,0,0
1,VR,y b g r,w,L55,3,0.187799707055092,0.216320127248764,0.227788552641869,55,-2,-2,8,6,9.11864948272705,9.72310352325439,11.768349647522,0.297896729911273,0.317643610454915,9.72310352325439,0.191698900309759,0.459913891547991,9.72310352325439,0,0
1,VR,y b g r,w,L55,4,0.198175564408302,0.215367406606674,0.204833984375,55,-2,2,5,5,9.11864948272705,9.72310352325439,10.6693687438965,0.308990270177201,0.329472515672659,9.72310352325439,0.19507917045054,0.468023657396506,9.72310352325439,0,0
1,VR,y b g r,w,L55,5,0.204511359333992,0.211944505572319,0.216138407588005,55,0,0,8,4,9.29978942871094,9.72310352325439,11.2098836898804,0.307606196376913,0.321608022922925,9.72310352325439,0.197054493292655,0.463554343736697,9.72310352325439,0,0
1,VR,y b g r,w,L55,6,0.187799707055092,0.216320127248764,0.227788552641869,55,-2,-2,3,2,9.11864948272705,9.72310352325439,11.768349647522,0.297896729911273,0.317643610454915,9.72310352325439,0.191698900309759,0.459913891547991,9.72310352325439,0,0
1,VR,y b g r,w,L70,1,0.353118091821671,0.379917591810226,0.378282070159912,70,-2,0,8,7,16.2609100341797,17.2792644500732,19.9214706420898,0.30416030026295,0.323208618239079,17.2792644500732,0.194036001229914,0.463922288779517,17.2792644500732,0,0
1,VR,y b g r,w,L70,2,0.326802641153336,0.389125615358353,0.363765984773636,70,-6,2,7,5,15.737377166748,17.2792644500732,19.1261672973633,0.30181299194388,0.331383460344667,17.2792644500732,0.189433014476703,0.467984087537519,17.2792644500732,0,0
1,VR,y b g r,w,L70,3,0.344217598438263,0.384247660636902,0.363784372806549,70,-4,2,7,6,15.9977159500122,17.2792625427246,19.1261711120605,0.305281573162306,0.329737099259063,17.2792625427246,0.192416013664699,0.46761771260554,17.2792625427246,0,0
1,VR,y b g r,r,L40,1,0.0994336232542992,0.120182350277901,0.0980033203959465,40,-4,4,5,9,3.6230936050415,3.1553373336792,4.48614263534546,0.321636108212988,0.280111565070121,3.1553373336792,0.224996407152435,0.440884004624874,3.1553373336792,0.709267076992127,0.701410739391179
1,VR,y b g r,r,L40,2,0.086652047932148,0.129334300756454,0.0979725867509842,40,-8,4,5,7,3.4430079460144,3.15533709526062,4.48614311218262,0.310614969166656,0.284662408545798,3.15533709526062,0.214412447668144,0.442120091195603,3.15533709526062,0.619794586911346,0.553332902550782
1,VR,y b g r,r,L40,3,0.0836478695273399,0.133214116096497,0.0915440991520882,40,-10,6,4,6,3.35524702072144,3.15533685684204,4.20155143737793,0.313219252938441,0.294557225433938,3.15533685684204,0.212055582210605,0.448697302392594,3.15533685684204,0.492590718864039,0.440800230450852
1,VR,y b g r,r,L55,1,0.177139297127724,0.271821975708008,0.171798437833786,55,-12,0,3,8,6.88566303253174,6.43067789077759,8.03856086730957,0.322439461442833,0.30113357363238,6.43067789077759,0.216086026806213,0.45406726471771,6.43067789077759,0.40628936175299,0.410319782164717
1,VR,y b g r,r,L55,2,0.185680940747261,0.261120319366455,0.190899163484573,55,-8,4,5,10,7.17051792144775,6.43067741394043,8.92756080627441,0.318282903696901,0.285443074331482,6.43067741394043,0.219932001943921,0.443789624298203,6.43067741394043,0.632571921353183,0.604155760210005
1,VR,y b g r,r,L55,3,0.16031801700592,0.278863966464996,0.190830275416374,55,-14,4,5,7,6.7461085319519,6.43067693710327,8.92756080627441,0.305193759088056,0.290923642663003,6.43067693710327,0.207590223355434,0.445238573408442,6.43067693710327,0.506000349030357,0.419043531750819
1,VR,y b g r,r,L70,1,0.363612234592438,0.42103385925293,0.33140042424202,70,-6,8,6,13,13.1377592086792,11.4281778335571,15.6195440292358,0.326928006294436,0.284385741537633,11.4281778335571,0.227081715340444,0.444447406516408,11.4281778335571,0.634735741398395,0.65940683785489
1,VR,y b g r,r,L70,2,0.343231022357941,0.447939813137054,0.2934490442276,70,-12,14,3,10,12.499927520752,11.4281797409058,13.6997718811035,0.332198566741614,0.303715755478722,11.4281797409058,0.222199267518153,0.45708262046948,11.4281797409058,0.346062667362782,0.411512021803279
1,VR,y b g r,r,L70,3,0.299342125654221,0.47738179564476,0.305608928203583,70,-18,12,4,7,11.8830833435059,11.4281787872314,14.321099281311,0.3157676770106,0.303679555532027,11.4281787872314,0.210069961596484,0.454563287279542,11.4281787872314,0.367699694220012,0.337122163062415
1,VR,y b g r,g,L40,1,0.141939625144005,0.0988132581114769,0.126733973622322,40,6,-2,3,5,3.78417348861694,4.47568655014038,4.15780019760132,0.304741264987825,0.360429136000651,4.47568655014038,0.181510643906462,0.483029038622874,4.47568655014038,0.616733999013172,0.640089497661174
1,VR,y b g r,g,L40,2,0.109938248991966,0.104140974581242,0.116870060563087,40,0,0,2,2,3.51545095443726,4.47568607330322,3.9097683429718,0.295393572583869,0.376079460670088,4.47568607330322,0.170694292072913,0.488967609100698,4.47568607330322,0.884870716723286,0.913669909867076
1,VR,y b g r,g,L40,3,0.0981412008404732,0.104528978466988,0.135191723704338,40,0,-4,4,2,3.51545095443726,4.47568702697754,4.41610622406006,0.28333857996331,0.360731759031759,4.47568702697754,0.16760380031015,0.480114747722542,4.47568702697754,0.515176170187733,0.642996638141961
1,VR,y b g r,g,L55,1,0.262404024600983,0.202241823077202,0.286829471588135,55,6,-8,6,5,7.59431600570679,9.12159156799316,9.63477230072021,0.288201899985091,0.346161526437423,9.12159156799316,0.17526439381078,0.473650686249178,9.12159156799316,0.317930803180592,0.476633156528404
1,VR,y b g r,g,L55,2,0.246921792626381,0.207087054848671,0.245231255888939,55,2,-2,3,3,7.30598735809326,9.12159156799316,8.36520385742188,0.2946820218565,0.367913180526902,9.12159156799316,0.172692379044552,0.485118008082796,9.12159156799316,0.748670038403795,0.817323542894741
1,VR,y b g r,g,L55,3,0.221403628587723,0.209930181503296,0.244926631450653,55,0,-2,3,2,7.16460084915161,9.12159252166748,8.36520385742188,0.290636704395147,0.370023347448138,9.12159252166748,0.169492006373388,0.48552366884503,9.12159252166748,0.739585970804176,0.809261199631047
1,VR,y b g r,g,L70,1,0.42951163649559,0.369260877370834,0.477698415517807,70,6,-8,6,5,13.360785484314,16.210298538208,16.5785522460938,0.289510092919194,0.351255174447212,16.210298538208,0.174507694166768,0.476382852018856,16.210298538208,0.417609862575973,0.558663521038303
1,VR,y b g r,g,L70,2,0.320724308490753,0.383754312992096,0.493465930223465,70,-2,-10,7,1,12.5274810791016,16.2102947235107,17.2232437133789,0.272567519411594,0.35269658711271,16.2102947235107,0.163037768225178,0.474676679129496,16.2102947235107,0.263344914299433,0.44171616351747
1,VR,y b g r,g,L70,3,0.410491764545441,0.375220865011215,0.425073117017746,70,2,-2,3,3,12.9396619796753,16.210298538208,14.7413959503174,0.294811166044733,0.369327809450418,16.210298538208,0.172345951311003,0.485793484074774,16.210298538208,0.774141001049655,0.837179939300398
1,VR,y b g r,b,L40,1,0.109291307628155,0.111365996301174,0.109447725117207,40,0,12,8,5,2.82041311264038,2.93247056007385,5.47865676879883,0.251115430454741,0.261092463259546,2.93247056007385,0.178384542742707,0.417311807850693,2.93247056007385,0.983257539152821,0.981252818512126
1,VR,y b g r,b,L40,2,0.105725638568401,0.113432303071022,0.102751024067402,40,-2,10,7,4,2.75088500976562,2.93247079849243,5.1451997756958,0.254039884492257,0.270809045191389,2.93247079849243,0.176981058526854,0.424493032021037,2.93247079849243,0.876259118790316,0.853003937309999
1,VR,y b g r,b,L40,3,0.120644383132458,0.110834069550037,0.102773316204548,40,0,10,7,5,2.82041311264038,2.93247079849243,5.14520072937012,0.258798973001023,0.269081301460428,2.93247079849243,0.181251521356323,0.424018836159023,2.93247079849243,0.864404290799361,0.850171886081708
1,VR,y b g r,b,L55,1,0.23350416123867,0.224469497799873,0.227759957313538,55,2,18,11,7,5.86152458190918,5.97646903991699,11.7219409942627,0.248792056405216,0.253670866974126,5.97646903991699,0.1794238301344,0.411620243058448,5.97646903991699,0.930905116641791,0.91054183665207
1,VR,y b g r,b,L55,2,0.261004239320755,0.222822621464729,0.207397654652596,55,2,14,9,7,5.86152458190918,5.97646903991699,10.6272926330566,0.26091475155965,0.26603128809979,5.97646903991699,0.1840491223756,0.422231229988742,5.97646903991699,0.866276008620169,0.847789555368241
