ParticipantID,Mode,illum_order,Illuminant,Lightness,Rep,RGB_1,RGB_2,RGB_3,Lab Grid_1,Lab Grid_2,Lab Grid_3,Idx_1,Idx_2,XYZ_1,XYZ_2,XYZ_3,xyY_1,xyY_2,xyY_3,uvY_1,uvY_2,uvY_3,CI,CI_uv
1,VR,y b g r,b,L55,3,0.220907211303711,0.233877152204514,0.197452232241631,55,-4,12,8,4,5.525634765625,5.97646903991699,10.1065006256104,0.255714559597328,0.276578205638349,5.97646903991699,0.176126834588665,0.428618139272189,5.97646903991699,0.811959969118839,0.777481594465897
1,VR,y b g r,b,L70,1,0.427179157733917,0.393601357936859,0.372467279434204,70,0,18,11,7,10.2151327133179,10.6209897994995,19.050745010376,0.256102656027776,0.266277861838201,10.6209897994995,0.180254683415236,0.421686846082853,10.6209897994995,0.906114196291355,0.895751789114136
1,VR,y b g r,b,L70,2,0.373283088207245,0.412545621395111,0.327796548604965,70,-8,12,8,3,9.56793212890625,10.6209888458252,16.8012981414795,0.258661136849365,0.287129654800302,10.6209888458252,0.174528303035581,0.435908412957734,10.6209888458252,0.694611965269852,0.643543364270006
1,VR,y b g r,b,L70,3,0.381217211484909,0.408005118370056,0.342823147773743,70,-6,14,9,4,9.72708988189697,10.6209897994995,17.5302295684814,0.256798417736354,0.280397673756617,10.6209897994995,0.17555339348526,0.431294390640441,10.6209897994995,0.769438460083055,0.728373998653247
1,VR,y b g r,y,L40,1,0.0820537209510803,0.117522016167641,0.152184337377548,40,-6,-14,6,2,3.24358463287354,3.52465772628784,2.7044243812561,0.342415153172652,0.372087166462747,3.52465772628784,0.202008413164014,0.493905304886879,3.52465772628784,0.483545009897519,0.426480090342159
1,VR,y b g r,y,L40,2,0.0803895369172096,0.11764819175005,0.164577379822731,40,-6,-12,7,2,3.24358367919922,3.52465724945068,2.86261296272278,0.336790871898163,0.365975570723596,3.52465724945068,0.200526704483772,0.490282643607878,3.52465724945068,0.406991706914221,0.360650233196696
1,VR,y b g r,y,L40,3,0.0892442688345909,0.114688001573086,0.140520423650742,40,-4,-16,5,3,3.32697010040283,3.52465748786926,2.55217313766479,0.353789940616949,0.374812013843276,3.52465748786926,0.208413184584926,0.496793300288523,3.52465748786926,0.601152754167236,0.567541813599704
1,VR,y b g r,y,L55,1,0.181842878460884,0.223277136683464,0.420369863510132,55,0,-6,13,6,7.12904596328735,7.18336486816406,7.12700796127319,0.332520486315915,0.335054086009165,7.18336486816406,0.209276898892483,0.474460782644624,7.18336486816406,0.192307074878637,0.225939067129047
1,VR,y b g r,y,L55,2,0.163709625601768,0.239403501152992,0.333729207515717,55,-8,-18,7,2,6.58445501327515,7.1833643913269,5.49390172958374,0.34184146719833,0.372934710314014,7.1833643913269,0.201333888848491,0.494205373301663,7.1833643913269,0.481025887614191,0.417871514185133
1,VR,y b g r,y,L55,3,0.194001853466034,0.226056843996048,0.29732808470726,55,-2,-22,5,5,6.99018716812134,7.1833643913269,5.01090621948242,0.36436720019256,0.374436665039136,7.1833643913269,0.2154582893776,0.498178314062404,7.1833643913269,0.695400920225472,0.696525595504758
1,VR,y b g r,y,L70,1,0.317990750074387,0.416222631931305,0.560932040214539,70,-6,-22,8,4,12.0639810562134,12.7658061981201,9.74284076690674,0.348946023102487,0.369246046041893,12.7658061981201,0.207303066874923,0.493566693967577,12.7658061981201,0.532738201140912,0.510492143487522
1,VR,y b g r,y,L70,2,0.322173357009888,0.415968984365463,0.534898102283478,70,-6,-24,7,4,12.063982963562,12.7658061981201,9.38264560699463,0.352619830922037,0.373133519564877,12.7658061981201,0.208269907066861,0.495868559888516,12.7658061981201,0.583449303432184,0.554427973932292
1,VR,y b g r,y,L70,3,0.322173357009888,0.415968984365463,0.534898102283478,70,-6,-24,7,4,12.063982963562,12.7658061981201,9.38264560699463,0.352619830922037,0.373133519564877,12.7658061981201,0.208269907066861,0.495868559888516,12.7658061981201,0.583449303432184,0.554427973932292
2,VR,r b y g,w,L40,1,0.109190486371517,0.104604668915272,0.104610309004784,40,0,2,5,6,4.56312274932861,4.77082920074463,5.16557121276855,0.314708469932488,0.329033523872766,4.77082920074463,0.19921455909146,0.468635635694963,4.77082920074463,0,0
2,VR,r b y g,w,L40,2,0.116673283278942,0.104054532945156,0.0904010981321335,40,0,6,3,6,4.56312227249146,4.77082967758179,4.53732776641846,0.328961881366022,0.343935799370385,4.77082967758179,0.203398565487597,0.478478259617384,4.77082967758179,0,0
2,VR,r b y g,w,L40,3,0.104670710861683,0.106764785945415,0.0973423570394516,40,-2,4,4,5,4.45063352584839,4.77082967758179,4.8446626663208,0.316407912673341,0.339171547429516,4.77082967758179,0.196610831852018,0.474200530934168,4.77082967758179,0,0
2,VR,r b y g,w,L55,1,0.223780870437622,0.20753325521946,0.20486344397068,55,2,2,6,8,9.48331165313721,9.72310352325439,10.6693687438965,0.317424696819328,0.325450992321966,9.72310352325439,0.202485627788092,0.46711262733655,9.72310352325439,0,0
2,VR,r b y g,w,L55,2,0.235553681850433,0.206641793251038,0.185221642255783,55,2,6,4,8,9.48331165313721,9.72310352325439,9.64102745056152,0.328740116611815,0.337052530062744,9.72310352325439,0.205875929043791,0.474933688733901,9.72310352325439,0,0
2,VR,r b y g,w,L55,3,0.229766696691513,0.207079991698265,0.194612339138985,55,2,4,5,8,9.48331165313721,9.72310352325439,10.1465139389038,0.323078886467776,0.331248151932742,9.72310352325439,0.20419533745766,0.471056744183057,9.72310352325439,0,0
2,VR,r b y g,w,L55,4,0.237033277750015,0.203539043664932,0.204878479242325,55,4,2,7,11,9.66923141479492,9.72310352325439,10.6693687438965,0.321646155424052,0.323438206501044,9.72310352325439,0.206250657220388,0.466649510513876,9.72310352325439,0,0
2,VR,r b y g,w,L55,5,0.217592850327492,0.2080018222332,0.216153219342232,55,2,0,7,5,9.48331165313721,9.72310352325439,11.2098817825317,0.311783898807414,0.319667562964199,9.72310352325439,0.200748015502113,0.463104142146454,9.72310352325439,0,0
2,VR,r b y g,w,L55,6,0.217592850327492,0.2080018222332,0.216153219342232,55,2,0,5,5,9.48331165313721,9.72310352325439,11.2098817825317,0.311783898807414,0.319667562964199,9.72310352325439,0.200748015502113,0.463104142146454,9.72310352325439,0,0
2,VR,r b y g,w,L70,1,0.415069699287415,0.360268831253052,0.393233388662338,70,6,-2,9,11,17.3425559997559,17.2792625427246,20.7385177612305,0.313266810819452,0.3121235110988,17.2792625427246,0.204784733996899,0.459084039453559,17.2792625427246,0,0
2,VR,r b y g,w,L70,2,0.378993004560471,0.374331116676331,0.363821625709534,70,0,2,7,8,16.5269756317139,17.2792644500732,19.1261692047119,0.312227912057826,0.326440165542975,17.2792644500732,0.198465938196992,0.466874725928589,17.2792644500732,0,0
2,VR,r b y g,w,L70,3,0.36967745423317,0.378731191158295,0.349714279174805,70,-2,4,6,7,16.2609100341797,17.2792625427246,18.3523235321045,0.313357638453563,0.332981911419845,17.2792625427246,0.196799691995809,0.470529968073374,17.2792625427246,0,0
2,VR,r b y g,r,L40,1,0.102658249437809,0.119602173566818,0.0915898159146309,40,-4,6,4,9,3.6230936050415,3.15533709526062,4.20155191421509,0.329972617647975,0.287371775169187,3.15533709526062,0.22801879711056,0.446806391604579,3.15533709526062,0.58025581790885,0.623643589519537
2,VR,r b y g,r,L40,2,0.102658249437809,0.119602173566818,0.0915898159146309,40,-4,6,4,9,3.6230936050415,3.15533709526062,4.20155191421509,0.329972617647975,0.287371775169187,3.15533709526062,0.22801879711056,0.446806391604579,3.15533709526062,0.58025581790885,0.623643589519537
2,VR,r b y g,r,L40,3,0.0929885283112526,0.124797210097313,0.0979878231883049,40,-6,4,5,8,3.5322859287262,3.1553373336792,4.48614311218262,0.316123123601323,0.282387981625895,3.1553373336792,0.219666875212453,0.441506432155117,3.1553373336792,0.672624021074801,0.632280578963014
2,VR,r b y g,r,L55,1,0.198680579662323,0.25362241268158,0.18122898042202,55,-6,2,4,11,7.31584453582764,6.43067789077759,8.47529125213623,0.329219056625713,0.289385825286147,6.43067789077759,0.226493427465962,0.447950896971296,6.43067789077759,0.556249649346202,0.595375598149398
2,VR,r b y g,r,L55,2,0.198680579662323,0.25362241268158,0.18122898042202,55,-6,2,4,11,7.31584453582764,6.43067789077759,8.47529125213623,0.329219056625713,0.289385825286147,6.43067789077759,0.226493427465962,0.447950896971296,6.43067789077759,0.556249649346202,0.595375598149398
2,VR,r b y g,r,L55,3,0.194365739822388,0.254454582929611,0.190922722220421,55,-6,4,5,11,7.31584453582764,6.43067741394043,8.9275598526001,0.32265229523268,0.283613575623106,6.43067741394043,0.224139650881562,0.443295645871916,6.43067741394043,0.657626518208382,0.65548322605217
2,VR,r b y g,r,L70,1,0.363140136003494,0.428848087787628,0.305764198303223,70,-8,12,4,12,12.9227952957153,11.4281787872314,14.321099281311,0.334163497622526,0.295515026556445,11.4281787872314,0.227405128529064,0.452484111572718,11.4281787872314,0.449093305856728,0.52025413713377
2,VR,r b y g,r,L70,2,0.343735486268997,0.432651221752167,0.343908309936523,70,-8,6,7,12,12.9227962493896,11.4281797409058,16.2972068786621,0.317918178311942,0.281148600855004,11.4281797409058,0.221625042142365,0.440983068027469,11.4281797409058,0.693809543573257,0.663452271773603
2,VR,r b y g,r,L70,3,0.330670297145844,0.442851215600967,0.343878865242004,70,-10,6,7,11,12.7101898193359,11.4281787872314,16.2972068786621,0.314331864127389,0.282626836643044,11.4281787872314,0.21817774940065,0.441385401533879,11.4281787872314,0.663909726696953,0.614428766986331
2,VR,r b y g,g,L40,1,0.122805528342724,0.102331787347794,0.117089502513409,40,2,0,2,3,3.60356116294861,4.47568702697754,3.90976810455322,0.300571879663551,0.373315617982643,4.47568702697754,0.174785550567703,0.488445212405527,4.47568702697754,0.872311827123235,0.890035008570303
2,VR,r b y g,g,L40,2,0.117026709020138,0.102521844208241,0.12628410756588,40,2,-2,3,3,3.60356092453003,4.47568655014038,4.15779972076416,0.294479613176164,0.365748899931528,4.47568655014038,0.173222599480597,0.484077463529423,4.47568655014038,0.709120625072686,0.785874084141004
2,VR,r b y g,g,L40,3,0.130107238888741,0.100682653486729,0.126507207751274,40,4,-2,3,4,3.6931312084198,4.47568655014038,4.15779972076416,0.299606215136825,0.363091217655414,4.47568655014038,0.177337341543457,0.483556959279398,4.47568655014038,0.67808897888506,0.730601640276889
2,VR,r b y g,g,L55,1,0.278187870979309,0.20390884578228,0.232809379696846,55,4,0,2,4,7.44922256469727,9.12159156799316,7.96823215484619,0.303566099407894,0.371717444154544,9.12159156799316,0.177174939729833,0.488140097854802,9.12159156799316,0.828367878491606,0.832157335567739
2,VR,r b y g,g,L55,2,0.260969370603561,0.204514384269714,0.258686304092407,55,4,-4,4,4,7.44922208786011,9.12159156799316,8.77514457702637,0.293901773979755,0.359883476654685,9.12159156799316,0.174660874668262,0.481213551078659,9.12159156799316,0.599917527158408,0.696549995498548
2,VR,r b y g,g,L55,3,0.28012752532959,0.201596707105637,0.258998960256577,55,6,-4,4,5,7.59431600570679,9.12159061431885,8.77514553070068,0.297920853199871,0.357834998743233,9.12159061431885,0.177911569869854,0.480804609070684,9.12159061431885,0.576283029511317,0.652616762161475
2,VR,r b y g,g,L70,1,0.472585201263428,0.368101865053177,0.42588272690773,70,6,-2,3,5,13.360785484314,16.2102966308594,14.7413940429688,0.301512951716624,0.365817892302118,16.2102966308594,0.1777058107542,0.485113228908108,16.2102966308594,0.728541229333086,0.760945634457464
2,VR,r b y g,g,L70,2,0.458919376134872,0.368478149175644,0.442949831485748,70,6,-4,4,5,13.360785484314,16.210298538208,15.337836265564,0.297508499394017,0.360959435992241,16.210298538208,0.176654741039632,0.482244005119278,16.210298538208,0.634512802102089,0.706443377172049
2,VR,r b y g,g,L70,3,0.50524228811264,0.361592620611191,0.461298227310181,70,10,-6,5,7,13.7909488677979,16.2102947235107,15.9501523971558,0.300120346099168,0.352770451796071,16.2102947235107,0.180986058864682,0.478656988154086,16.2102947235107,0.481736710263186,0.552866240196845
2,VR,r b y g,b,L40,1,0.131527170538902,0.110324174165726,0.0963753908872604,40,0,8,6,5,2.82041311264038,2.93247056007385,4.82555770874023,0.266618966909905,0.277211968600109,2.93247056007385,0.184087621958972,0.430653559672136,2.93247056007385,0.74343444659341,0.720491372995662
2,VR,r b y g,b,L40,2,0.127030953764915,0.112434059381485,0.0902257785201073,40,-2,6,5,4,2.75088477134705,2.93247056007385,4.51943397521973,0.269620854520302,0.287418515852838,2.93247056007385,0.182491282292674,0.437709429463132,2.93247056007385,0.638452240392952,0.607833724266847
2,VR,r b y g,b,L40,3,0.127030953764915,0.112434059381485,0.0902257785201073,40,-2,6,5,4,2.75088477134705,2.93247056007385,4.51943397521973,0.269620854520302,0.287418515852838,2.93247056007385,0.182491282292674,0.437709429463132,2.93247056007385,0.638452240392952,0.607833724266847
2,VR,r b y g,b,L55,1,0.283634424209595,0.224547535181046,0.177891835570335,55,0,8,6,6,5.74809122085571,5.97646856307983,9.11652088165283,0.275805814155628,0.286763851595654,5.97646856307983,0.187318623099103,0.438212198317408,5.97646856307983,0.601319535399701,0.57275188007412
2,VR,r b y g,b,L55,2,0.263272494077682,0.228493422269821,0.177856281399727,55,-2,8,6,5,5.63613176345825,5.97646903991699,9.11651992797852,0.271894396125222,0.288312713181187,5.97646903991699,0.183837769724923,0.438612290625734,5.97646903991699,0.616201881941913,0.586414789704785
2,VR,r b y g,b,L55,3,0.263272494077682,0.228493422269821,0.177856281399727,55,-2,8,6,5,5.63613176345825,5.97646903991699,9.11651992797852,0.271894396125222,0.288312713181187,5.97646903991699,0.183837769724923,0.438612290625734,5.97646903991699,0.616201881941913,0.586414789704785
2,VR,r b y g,b,L70,1,0.50791072845459,0.389508366584778,0.311839640140533,70,0,10,7,7,10.2151336669922,10.6209897994995,16.0928554534912,0.276615654311108,0.287605834499592,10.6209897994995,0.187598398809504,0.438866653780747,10.6209897994995,0.58879207483416,0.559959859573419
2,VR,r b y g,b,L70,2,0.481864005327225,0.394839227199554,0.311779469251633,70,-2,10,7,6,10.0506801605225,10.6209897994995,16.0928554534912,0.273379842320179,0.288892340647369,10.6209897994995,0.184717719617777,0.439198264709956,10.6209897994995,0.60144349610291,0.571994377459476
2,VR,r b y g,b,L70,3,0.454055815935135,0.400123178958893,0.311719924211502,70,-4,10,7,5,9.8880033493042,10.6209907531738,16.0928554534912,0.270150374072875,0.290176340322171,10.6209907531738,0.181863864027424,0.439526797004193,10.6209907531738,0.610894246363213,0.577867179827937
2,VR,r b y g,y,L40,1,0.100707724690437,0.109124161303043,0.141061872243881,40,0,-16,5,5,3.49800491333008,3.52465772628784,2.55217289924622,0.365333158896748,0.368116790307395,3.52465772628784,0.218542023772724,0.495466177524767,3.52465772628784,0.665060209512944,0.690902688479427
2,VR,r b y g,y,L40,2,0.0949281081557274,0.111929319798946,0.14078888297081,40,-2,-16,5,4,3.41177296638489,3.52465772628784,2.55217289924622,0.359565338917789,0.371462216978866,3.52465772628784,0.213442056929241,0.496134401551936,3.52465772628784,0.638028553192119,0.638259924565117
2,VR,r b y g,y,L40,3,0.100707724690437,0.109124161303043,0.141061872243881,40,0,-16,5,5,3.49800491333008,3.52465772628784,2.55217289924622,0.365333158896748,0.368116790307395,3.52465772628784,0.218542023772724,0.495466177524767,3.52465772628784,0.665060209512944,0.690902688479427
2,VR,r b y g,y,L55,1,0.216748967766762,0.216766342520714,0.263177275657654,55,2,-26,3,7,7.26973104476929,7.18336486816406,4.55708169937134,0.382412578831658,0.377869424192781,7.18336486816406,0.22595847950796,0.502366584825796,7.18336486816406,0.85466626641697,0.871521076314797
2,VR,r b y g,y,L55,2,0.194001853466034,0.226056843996048,0.29732808470726,55,-2,-22,5,5,6.99018716812134,7.1833643913269,5.01090621948242,0.36436720019256,0.374436665039136,7.1833643913269,0.2154582893776,0.498178314062404,7.1833643913269,0.695400920225472,0.696525595504758
2,VR,r b y g,y,L55,3,0.194001853466034,0.226056843996048,0.29732808470726,55,-2,-22,5,5,6.99018716812134,7.1833643913269,5.01090621948242,0.36436720019256,0.374436665039136,7.1833643913269,0.2154582893776,0.498178314062404,7.1833643913269,0.695400920225472,0.696525595504758
2,VR,r b y g,y,L70,1,0.345252186059952,0.404696434736252,0.562104046344757,70,-2,-22,8,6,12.465311050415,12.7658042907715,9.74283885955811,0.356416977584698,0.36500889254609,12.7658042907715,0.213830746490398,0.492717210385937,12.7658042907715,0.574793416170923,0.591293371824364
2,VR,r b y g,y,L70,2,0.348726600408554,0.404442816972733,0.536070168018341,70,-2,-24,7,6,12.465311050415,12.7658052444458,9.382643699646,0.360125887866365,0.368807238695586,12.7658052444458,0.214826261447435,0.49501115205728,12.7658052444458,0.62795342989062,0.640320979687517
2,VR,r b y g,y,L70,3,0.352114379405975,0.404195457696915,0.508146166801453,70,-2,-26,6,6,12.465311050415,12.7658042907715,9.03143787384033,0.363817342279909,0.372587653075798,12.7658042907715,0.215805923946518,0.497268491911956,12.7658042907715,0.680608436657802,0.688027836126394
