ParticipantID,Mode,First,illum_order,Illuminant,Lightness,Rep,RGB_1,RGB_2,RGB_3,Lab Grid_1,Lab Grid_2,Lab Grid_3,Idx_1,Idx_2,XYZ_1,XYZ_2,XYZ_3,xyY_1,xyY_2,xyY_3,uvY_1,uvY_2,uvY_3,WhiteXYZ_1_1,WhiteXYZ_1_2,WhiteXYZ_1_3,CI_1,delta_uv_1,recenter_uv_1_1,recenter_uv_1_2,CI_1_recenter,delta_uv_1_recenter,WhiteXYZ_2_1,WhiteXYZ_2_2,WhiteXYZ_2_3,CI_2,delta_uv_2,recenter_uv_2_1,recenter_uv_2_2,CI_2_recenter,delta_uv_2_recenter
20,Flat,1,b r g y,y,L55,3,0.173369035,0.231752306,0.469271243,55,-2,-28,16,5,11.60614204,11.81822205,12.71344948,0.321163371,0.327032017,11.81822205,0.20449566,0.468522959,11.81822205,15.66542117,16.45610046,18.35643005,0.119581774,0.004645031,0.205058604,0.470444769,0.158095643,0.004004272,17.24085887,17.92510255,19.98713228,0.100217111,0.002921981,0.20309861,0.470652491,0.119371682,0.00055634
20,Flat,1,b r g y,y,L70,1,0.326056302,0.418738216,0.836467445,70,-2,-32,18,6,20.69675446,21.00257301,21.88835716,0.325483694,0.330293093,21.00257301,0.206245468,0.470909215,21.00257301,28.32064374,29.24470139,32.60479101,0.147628948,0.001838475,0.203551278,0.473148197,0.153505355,-0.001652638,17.24085887,17.92510255,19.98713228,0.160269931,0.002987277,0.204859927,0.472996682,0.178858891,0.000655182
20,Flat,1,b r g y,y,L70,2,0.320404917,0.428536326,0.675263286,70,-6,-22,13,4,20.03040314,21.00257111,18.44419479,0.336774656,0.353119885,21.00257111,0.205228723,0.484176197,21.00257111,28.32064374,29.24470139,32.60479101,0.356435448,-0.006601831,0.202495635,0.486219943,0.35861212,-0.010012878,17.24085887,17.92510255,19.98713228,0.369076431,-0.005453029,0.203840107,0.486058146,0.38421163,-0.007669796
20,Flat,1,b r g y,y,L70,3,0.297498137,0.432076722,0.834644079,70,-6,-32,18,4,20.03040314,21.00257301,21.88836098,0.318340392,0.333790952,21.00257301,0.199937106,0.471692242,21.00257301,28.32064374,29.24470139,32.60479101,0.087223455,-0.003778784,0.197190687,0.473944306,0.092709504,-0.007320205,17.24085887,17.92510255,19.98713228,0.099864423,-0.002629981,0.198512912,0.473789334,0.118163563,-0.004999277
21,Flat,0,r b y g,w,L40,1,0.104697928,0.104965515,0.104965121,40,0,0,6,6,7.735449791,8.074505806,8.992458344,0.31188294,0.325553223,8.074505806,0.198560722,0.466343837,8.074505806,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,0
21,Flat,0,r b y g,w,L40,2,0.09985695,0.107276388,0.096662059,40,-2,2,5,5,7.544757366,8.074505806,8.445137024,0.313523599,0.335537381,8.074505806,0.19597058,0.471893581,8.074505806,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,0
21,Flat,0,r b y g,w,L40,3,0.09985695,0.107276388,0.096662059,40,-2,2,5,5,7.544757366,8.074505806,8.445137024,0.313523599,0.335537381,8.074505806,0.19597058,0.471893581,8.074505806,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,0
21,Flat,0,r b y g,w,L55,1,0.209257901,0.230102211,0.225594923,55,-2,0,7,6,15.45802402,16.45610046,18.32691956,0.307677205,0.327542964,16.45610046,0.194881618,0.466795162,16.45610046,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,0
21,Flat,0,r b y g,w,L55,2,0.215851426,0.229461238,0.21236062,55,-2,2,6,6,15.45802402,16.45610046,17.4432373,0.313185784,0.333407214,16.45610046,0.196523678,0.470728349,16.45610046,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,0
21,Flat,0,r b y g,w,L55,3,0.201186746,0.233853921,0.212107331,55,-4,2,6,5,15.15496826,16.45610046,17.4432373,0.30894267,0.335466991,16.45610046,0.192856579,0.471182199,16.45610046,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,0
21,Flat,0,r b y g,w,L55,4,0.230710283,0.22501041,0.212617248,55,0,2,6,7,15.76509285,16.45610046,17.4432373,0.317432268,0.331345799,16.45610046,0.200232139,0.47026938,16.45610046,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,0
21,Flat,0,r b y g,w,L55,5,0.189173073,0.235157147,0.239015505,55,-4,-2,8,5,15.15496826,16.45610046,19.23995018,0.298026836,0.323613977,16.45610046,0.189605185,0.463238478,16.45610046,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,0
21,Flat,0,r b y g,w,L55,6,0.201186746,0.233853921,0.212107331,55,-4,2,6,5,15.15496826,16.45610046,17.4432373,0.30894267,0.335466991,16.45610046,0.192856579,0.471182199,16.45610046,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,0
21,Flat,0,r b y g,w,L70,1,0.442259759,0.39445439,0.406108439,70,4,0,8,10,28.93347168,29.24470329,32.56939697,0.318834665,0.322264306,29.24470329,0.204725609,0.465587553,29.24470329,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,0
21,Flat,0,r b y g,w,L70,2,0.308310956,0.434490144,0.403570294,70,-10,0,8,3,25.80990982,29.24470329,32.56939697,0.29455294,0.333752168,29.24470329,0.183638783,0.468174392,29.24470329,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,0
21,Flat,0,r b y g,w,L70,3,0.316609025,0.433660418,0.385571331,70,-10,2,7,3,25.80990791,29.24470329,31.26917267,0.298989534,0.33877921,29.24470329,0.184921826,0.471445457,29.24470329,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,0
21,Flat,0,r b y g,r,L40,1,0.074864671,0.116123997,0.081560284,40,-12,6,4,5,5.360055447,5.106572628,6.775754929,0.310865119,0.296163971,5.106572628,0.209610706,0.449320476,5.106572628,7.608321508,8.074505806,8.627577464,0.439574629,-0.003885454,0.210555062,0.447424918,0.477123052,-0.004410961,16.60547447,17.92510319,19.5004548,0.470063239,-0.000375563,0.214062214,0.448728383,0.531550884,0.002604404
21,Flat,0,r b y g,r,L40,2,0.077935465,0.115511566,0.074912682,40,-12,8,3,5,5.360055447,5.106573105,6.336632729,0.318988996,0.30390369,5.106573105,0.212345545,0.455182904,5.106573105,7.608321508,8.074505806,8.627577464,0.391151249,0.002017739,0.213274047,0.453358561,0.427523881,0.001526812,16.60547447,17.92510319,19.5004548,0.42163977,0.005527629,0.216831684,0.454586089,0.483607411,0.008530702
21,Flat,0,r b y g,r,L40,3,0.074864671,0.116123997,0.081560284,40,-12,6,4,5,5.360055447,5.106572628,6.775754929,0.310865119,0.296163971,5.106572628,0.209610706,0.449320476,5.106572628,7.608321508,8.074505806,8.627577464,0.439574629,-0.003885454,0.210555062,0.447424918,0.477123052,-0.004410961,16.60547447,17.92510319,19.5004548,0.470063239,-0.000375563,0.214062214,0.448728383,0.531550884,0.002604404
21,Flat,0,r b y g,r,L55,1,0.147059634,0.274615377,0.163371176,55,-20,10,3,4,10.39349842,10.40735817,12.96362209,0.307823453,0.308233936,10.40735817,0.202410219,0.456030299,10.40735817,15.35700544,16.45610046,17.73779806,0.278961182,-0.003058957,0.205384403,0.454756618,0.332199663,-0.00164229,16.60547447,17.92510319,19.5004548,0.290969133,-0.001433474,0.206972346,0.455412507,0.354136854,0.001613365
21,Flat,0,r b y g,r,L55,2,0.15651226,0.263916254,0.185474411,55,-16,6,5,6,10.8356638,10.40736008,14.39729404,0.304028259,0.292010865,10.40736008,0.206258107,0.445736917,10.40736008,15.35700544,16.45610046,17.73779806,0.467533261,-0.006880969,0.209158465,0.444424897,0.520418704,-0.005545219,16.60547447,17.92510319,19.5004548,0.479541242,-0.005255487,0.210699767,0.445143998,0.540922463,-0.0022835
21,Flat,0,r b y g,r,L55,3,0.151802868,0.269349545,0.174231559,55,-18,8,4,5,10.61304569,10.40735912,13.66792774,0.305954334,0.300024774,10.40735912,0.20436505,0.450909775,10.40735912,15.35700544,16.45610046,17.73779806,0.373254687,-0.004929492,0.207302481,0.449616671,0.426322073,-0.00355331,16.60547447,17.92510319,19.5004548,0.385262668,-0.00330401,0.208866969,0.450304449,0.447537005,-0.000294556
21,Flat,0,r b y g,r,L70,1,0.307212412,0.481375873,0.290653676,70,-20,14,3,6,19.15470314,18.4952774,22.09333992,0.320616648,0.309579,18.4952774,0.211150285,0.45873261,18.4952774,26.85109647,29.24470329,32.13598887,0.373315394,0.00882337,0.217564493,0.458794981,0.449238241,0.013716047,16.60547447,17.92510319,19.5004548,0.358186692,0.00694527,0.215677172,0.458127201,0.420761079,0.009973549
21,Flat,0,r b y g,r,L70,2,0.280192733,0.493515342,0.322096199,70,-22,10,5,5,18.82884598,18.4952755,24.12718582,0.306402692,0.300974484,18.4952755,0.204306312,0.45154538,18.4952755,26.85109647,29.24470329,32.13598887,0.390888482,-0.001054604,0.210671589,0.451660633,0.4654935,0.003835654,16.60547447,17.92510319,19.5004548,0.37575981,-0.002932693,0.208814561,0.450938821,0.438127011,8.07E-05
21,Flat,0,r b y g,r,L70,3,0.266569108,0.502668858,0.321819395,70,-24,10,5,4,18.50671005,18.4952774,24.12718391,0.302747602,0.302560578,18.4952774,0.200986529,0.451940327,18.4952774,26.85109647,29.24470329,32.13598887,0.345678508,-0.00330746,0.207382128,0.452046812,0.420767874,0.001599992,16.60547447,17.92510319,19.5004548,0.330549806,-0.005185549,0.205520824,0.451326549,0.393328696,-0.002157138
21,Flat,0,r b y g,g,L40,1,0.102983244,0.10399054,0.108206466,40,2,-2,3,3,6.02210331,7.506340504,7.019580841,0.293074561,0.365307159,7.506340504,0.172459272,0.483669972,7.506340504,7.608321508,8.074505806,8.627577464,0.793445587,-0.006265299,0.173556715,0.482082218,0.738675058,-0.006704802,16.60547447,17.92510319,19.5004548,0.732854426,-0.002983294,0.177471757,0.482952803,0.610580206,-0.000148684
21,Flat,0,r b y g,g,L40,2,0.115977965,0.102058619,0.10839735,40,4,-2,3,4,6.171788692,7.506341457,7.019580364,0.298187024,0.362665303,7.506341457,0.176556694,0.483152214,7.506341457,7.608321508,8.074505806,8.627577464,0.694833696,-0.003897381,0.177636385,0.481568843,0.640532255,-0.004345599,16.60547447,17.92510319,19.5004548,0.634242415,-0.000615408,0.181538403,0.482442796,0.512784481,0.002204306
21,Flat,0,r b y g,g,L40,3,0.110139832,0.10233701,0.117775746,40,4,-4,4,4,6.171789169,7.506341457,7.455676556,0.292033949,0.355181695,7.506341457,0.174920055,0.47867347,7.506341457,7.608321508,8.074505806,8.627577464,0.642525911,-0.008315089,0.176013544,0.477028668,0.586724401,-0.008799552,16.60547447,17.92510319,19.5004548,0.58193475,-0.005033107,0.179870799,0.477968216,0.46122697,-0.002231101
21,Flat,0,r b y g,g,L55,1,0.278759301,0.214624465,0.220778212,55,6,0,2,5,12.69126797,15.29816151,13.45270443,0.306240697,0.36914512,15.29816151,0.179685501,0.487337443,15.29816151,15.35700544,16.45610046,17.73779806,0.673307359,0.003052924,0.182939231,0.486176878,0.580334306,0.004377933,16.60547447,17.92510319,19.5004548,0.648584306,0.004586844,0.184685692,0.486626685,0.526701033,0.007417954
